City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
244,Coahuayana,MX,75.7,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
245,Ahipara,NZ,75.25,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
246,Wang Saphung,TH,64.09,scattered clouds,17.301,101.7685,โรงแรมวังรีสอร์ท
247,Sao Gabriel Da Cachoeira,BR,73.49,overcast clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
248,Camacha,PT,61.56,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
249,North Bend,US,49.91,overcast clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
251,Ivanava,BY,29.75,overcast clouds,52.1451,25.5365,Bed&Breakfast Valeria
253,Bethel,US,44.55,overcast clouds,41.3712,-73.414,Courtyard by Marriott Danbury
255,Kadhan,PK,65.43,clear sky,24.481,68.9859,ڳوٺ چوڌري جلال الدين جٽ
256,Tasiilaq,GL,29.32,snow,65.6145,-37.6368,The Red House
257,Roma,US,42.84,overcast clouds,43.2128,-75.4557,Wingate By Wyndham Rome
258,Lorengau,PG,86.47,moderate rain,-2.0226,147.2712,Lorengau Harbourside Hotel
259,San Francisco,US,60.51,broken clouds,37.7749,-122.4194,The Clift Royal Sonesta Hotel
262,Bredasdorp,ZA,59.29,moderate rain,-34.5322,20.0403,Bredasdorp Country Manor
265,Lazaro Cardenas,MX,77.97,overcast clouds,17.9583,-102.2,quinta antigua
267,Progreso,MX,75.65,clear sky,21.2833,-89.6667,Playa Linda Hotel
268,Conceicao Da Barra,BR,74.05,clear sky,-18.5933,-39.7322,Cricaré Praia Hotel
269,Gigmoto,PH,79.23,overcast clouds,13.7796,124.39,Cj's Travellers Inn
271,Champua,IN,64.53,overcast clouds,22.0833,85.6667,Rahul Nayak jaintgarh
272,Garowe,SO,66.61,clear sky,8.4054,48.4845,Curubo Hotel
274,Sinnamary,GF,76.84,light rain,5.3833,-52.95,ALETHEIA Appartement Sinnamary
276,Itarema,BR,81.14,clear sky,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
277,Vung Tau,VN,76.48,overcast clouds,10.346,107.0843,Green hotel
278,Broome,US,42.82,overcast clouds,42.2506,-75.833,Chenango Valley State Park
280,Avarua,CK,80.65,light rain,-21.2078,-159.775,Paradise Inn
281,Pisco,PE,67.01,broken clouds,-13.7,-76.2167,Hotel San Isidro Oficial
284,Mosquera,CO,57.29,few clouds,4.7059,-74.2302,Hotel SJ
285,Georgetown,MY,78.89,few clouds,5.4112,100.3354,Cititel Penang
286,Kilembe,UG,61.83,overcast clouds,0.2,30.0,Mbunga Community Campsite
288,Oktyabrskiy,RU,24.82,broken clouds,54.4815,53.471,Уязы-Тау гостиница
290,Castro,BR,63.09,overcast clouds,-24.7911,-50.0119,CHACARA BAILLY
291,Ixtapa,MX,72.36,overcast clouds,20.7,-105.2,Hotel Plaza Providencia
292,Sitka,US,35.49,light rain,57.0531,-135.33,Westmark Sitka
293,Nouadhibou,MR,66.18,dust,20.931,-17.0347,El Medina
294,Cockburn Town,TC,80.44,few clouds,21.4612,-71.1419,Osprey Beach Hotel
295,Hobyo,SO,78.49,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
296,Hasaki,JP,50.4,overcast clouds,35.7333,140.8333,Hotel Sunrise Choshi
297,Benjamin Constant,BR,77.13,overcast clouds,-4.3831,-70.0311,CASA AVALIADA
298,Jacareacanga,BR,73.72,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
300,Farafangana,MG,75.85,light rain,-22.8167,47.8333,Miarina
301,Sao Joao Da Barra,BR,75.2,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
303,Lata,PT,52.81,scattered clouds,40.1629,-8.3327,Casa Maquia
304,Manggar,ID,78.42,heavy intensity rain,-2.8833,108.2667,Guest Hotel
305,Ha Tinh,VN,63.7,scattered clouds,18.3333,105.9,Phú Quý
306,Manakara,MG,74.52,light rain,-22.1333,48.0167,La Residence Manakara
309,Seybaplaya,MX,74.08,clear sky,19.65,-90.6667,sala de fiesta san Rafael
312,Cap Malheureux,MU,77.49,light rain,-19.9842,57.6142,Pereybere Hotel & Spa
316,Tuatapere,NZ,57.81,broken clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
