City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Santo Domingo,DO,18.5001,-69.9886,77.04,85,100,4.0,overcast clouds
347,Betare Oya,CM,5.6,14.0833,73.13,41,100,4.23,overcast clouds
348,Rockland,US,41.1668,-74.0496,45.48,52,100,1.01,overcast clouds
349,Yumen,CN,40.2833,97.2,22.62,55,11,1.86,few clouds
350,Meulaboh,ID,4.1363,96.1285,78.12,81,72,3.56,broken clouds
351,Rabaul,PG,-4.1967,152.1721,83.3,71,69,5.14,broken clouds
352,Nola,IT,40.922,14.5329,50.41,90,100,1.95,overcast clouds
353,Yulara,AU,-25.2406,130.9889,78.64,44,0,14.97,clear sky
354,Torbay,CA,47.6666,-52.7314,32.88,91,90,11.5,light shower snow
355,Paita,PE,-5.0892,-81.1144,66.72,84,100,14.34,overcast clouds
356,Kirakira,SB,-10.4544,161.9205,80.13,89,95,16.24,overcast clouds
357,Huzhou,CN,30.8703,120.0933,52.36,73,0,1.32,clear sky
358,Prince Rupert,CA,54.3161,-130.3201,35.29,71,90,5.75,overcast clouds
359,Mayo,US,38.8876,-76.5119,51.13,71,4,8.37,clear sky
360,Barrow,US,71.2906,-156.7887,12.11,88,100,17.34,overcast clouds
361,Isangel,VU,-19.55,169.2667,87.91,66,40,5.75,scattered clouds
362,Kaitangata,NZ,-46.2817,169.8464,54.93,55,71,8.61,broken clouds
363,Gamba,GA,-2.65,10.0,77.11,90,100,5.19,moderate rain
364,Hami,CN,42.8,93.45,28.47,53,81,2.8,broken clouds
365,Da Lat,VN,11.9465,108.4419,60.55,84,97,6.31,overcast clouds
366,Victoria Point,AU,-27.5833,153.3,82.81,70,40,8.01,scattered clouds
367,Chippewa Falls,US,44.9369,-91.3929,33.98,89,90,5.75,overcast clouds
368,Sijunjung,ID,-0.6876,100.9537,75.15,89,87,1.81,overcast clouds
369,Ankazoabo,MG,-22.2833,44.5167,74.37,52,0,2.73,clear sky
370,Los Llanos De Aridane,ES,28.6585,-17.9182,63.12,63,75,18.01,broken clouds
371,Moose Factory,CA,51.2585,-80.6094,10.4,79,40,4.61,scattered clouds
372,Clyde River,CA,70.4692,-68.5914,10.63,85,100,29.93,light snow
373,Micheweni,TZ,-4.9667,39.8333,78.78,79,100,4.79,light rain
374,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,14.77,95,100,0.94,overcast clouds
375,Beira,MZ,-19.8436,34.8389,75.29,94,0,5.01,clear sky
376,Columbus,US,39.9612,-82.9988,56.21,77,90,3.0,overcast clouds
377,Sola,VU,-13.8833,167.55,84.87,79,75,3.44,light rain
378,Itoman,JP,26.1247,127.6694,73.42,53,20,14.97,few clouds
379,Carutapera,BR,-1.195,-46.02,78.8,85,22,6.73,few clouds
380,Channel-Port Aux Basques,CA,47.5702,-59.1367,32.23,62,98,23.06,overcast clouds
381,Santa Rosa,PH,14.3122,121.1114,83.08,66,24,9.51,few clouds
382,Port Lincoln,AU,-34.7333,135.8667,67.89,53,100,2.64,overcast clouds
383,Czestochowa,PL,50.7965,19.1241,36.18,99,100,3.15,overcast clouds
384,Tongchuan,CN,35.0806,109.0897,39.47,35,0,7.58,clear sky
385,Hwange,ZW,-18.3693,26.5019,74.16,63,86,2.86,overcast clouds
386,Bambous Virieux,MU,-20.3428,57.7575,77.25,78,40,6.91,light rain
387,Along,IN,28.1667,94.7667,59.52,77,100,0.76,overcast clouds
388,Bara,NG,10.3744,10.7288,71.44,25,66,7.16,broken clouds
389,Laguna,US,38.421,-121.4238,61.0,86,75,4.61,broken clouds
390,Hofn,IS,64.2539,-15.2082,41.94,97,100,28.92,light rain
391,Ilulissat,GL,69.2167,-51.1,23.43,67,100,15.03,overcast clouds
392,Fukue,JP,32.6881,128.8419,53.96,87,75,2.3,broken clouds
393,Ulsteinvik,NO,62.3432,5.8487,37.31,74,100,7.0,light rain
394,Banda Aceh,ID,5.5577,95.3222,78.33,82,93,9.51,overcast clouds
395,San Policarpo,PH,12.1791,125.5072,80.24,79,80,15.55,broken clouds
396,Murgab,TM,37.4966,61.9714,37.27,87,9,6.91,clear sky
397,Palmas De Monte Alto,BR,-14.2672,-43.1619,70.63,81,7,4.14,clear sky
398,Cholet,FR,47.1667,-1.0,44.13,86,100,10.54,light rain
399,Nikolskoye,RU,59.7035,30.7861,-2.6,97,6,4.59,clear sky
400,Portland,US,45.5234,-122.6762,43.34,85,32,1.01,scattered clouds
401,Caravelas,BR,-17.7125,-39.2481,74.03,89,0,4.9,clear sky
402,Pindiga,NG,9.9833,10.9333,72.23,24,63,7.45,broken clouds
403,Bonthe,SL,7.5264,-12.505,79.97,82,34,6.78,scattered clouds
404,Pathein,MM,16.7833,94.7333,68.02,74,87,3.83,overcast clouds
405,Cetraro,IT,39.5166,15.9416,52.34,82,100,9.91,light rain
406,Sambava,MG,-14.2667,50.1667,74.7,88,21,9.98,light rain
407,Sterling,US,39.0062,-77.4286,49.26,53,90,1.01,overcast clouds
408,Rovaniemi,FI,66.5,25.7167,-11.79,77,90,5.75,mist
409,Jaragua,BR,-15.7569,-49.3344,73.62,92,5,0.87,clear sky
410,Matay,EG,28.419,30.7792,56.21,72,4,2.98,clear sky
411,Mount Isa,AU,-20.7333,139.5,82.17,51,89,14.97,overcast clouds
412,Huarmey,PE,-10.0681,-78.1522,66.54,87,100,9.24,overcast clouds
413,Pascagoula,US,30.3658,-88.5561,68.04,95,100,9.26,overcast clouds
414,Nome,US,64.5011,-165.4064,31.1,93,90,28.77,snow
415,Victoria,HK,22.2855,114.1577,67.24,55,89,1.01,overcast clouds
416,Pangnirtung,CA,66.1451,-65.7125,4.64,98,100,6.69,light snow
417,Pizhanka,RU,57.4604,48.542,5.09,87,7,5.5,clear sky
418,Kabalo,CD,-6.05,26.9167,68.63,97,100,2.04,light rain
419,Peniche,PT,39.3558,-9.3811,54.09,73,18,16.71,few clouds
420,Karpogory,RU,64.0019,44.4451,-4.63,99,14,2.93,few clouds
421,Wagrowiec,PL,52.8084,17.1996,33.33,94,100,11.59,overcast clouds
422,Qom,IR,34.6401,50.8764,45.34,48,0,2.15,clear sky
423,Severo-Kurilsk,RU,50.6789,156.125,32.56,81,98,16.51,light snow
424,Nishihara,JP,26.1842,127.7558,72.68,53,20,14.97,few clouds
425,Santa Cruz De Tenerife,ES,28.4682,-16.2546,66.72,80,40,4.0,scattered clouds
426,Anadyr,RU,64.75,177.4833,0.1,84,90,35.01,heavy snow
427,Salalah,OM,17.0151,54.0924,70.34,40,0,8.66,clear sky
428,Cordoba,AR,-31.4135,-64.1811,70.65,73,90,6.91,overcast clouds
429,Hudson Bay,CA,52.85,-102.3842,-8.48,88,97,7.2,overcast clouds
430,Ondjiva,AO,-17.0667,15.7333,71.11,67,14,6.91,few clouds
431,Lasa,IT,46.6166,10.7002,23.68,92,91,5.88,overcast clouds
432,Saint-Augustin,CA,51.226,-58.6502,20.73,67,10,9.4,clear sky
433,Belle Fourche,US,44.6714,-103.8522,25.09,76,96,21.27,overcast clouds
434,Faya,SA,18.3851,42.4509,53.71,69,0,1.68,clear sky
435,Hovd,MN,48.0056,91.6419,19.45,52,100,1.1,overcast clouds
436,Acapulco,MX,16.8634,-99.8901,78.91,81,2,6.38,clear sky
437,Jiwani,PK,25.05,61.7417,73.85,32,5,5.86,clear sky
438,Hervey Bay,AU,-25.2986,152.8535,78.91,88,24,5.01,light rain
439,Yarada,IN,17.65,83.2667,77.32,78,75,2.3,mist
440,Mbandaka,CD,0.0487,18.2603,71.87,94,100,4.05,overcast clouds
441,Ngama,TD,11.7833,17.1667,73.72,23,82,8.86,broken clouds
442,Kavieng,PG,-2.5744,150.7967,83.5,75,86,7.25,light rain
443,Chipata,ZM,-13.6333,32.65,71.46,56,42,8.97,scattered clouds
444,La Paz,BO,-16.5,-68.15,49.98,93,75,10.36,fog
445,Ust-Kuyga,RU,70.0167,135.6,-20.33,98,100,2.44,overcast clouds
446,Cidreira,BR,-30.1811,-50.2056,69.48,87,72,13.56,broken clouds
447,Havelock,US,34.8791,-76.9013,58.95,87,47,2.59,scattered clouds
448,Lusambo,CD,-4.9667,23.45,68.52,99,100,2.06,overcast clouds
449,Ivanivka,UA,46.7208,34.553,36.52,92,100,6.89,overcast clouds
450,Kichera,RU,55.9375,110.0997,19.24,95,100,5.53,snow
451,Conde,BR,-7.2597,-34.9075,80.06,83,40,10.36,scattered clouds
452,Pitimbu,BR,-7.4706,-34.8086,81.19,77,55,15.43,broken clouds
453,Pecos,US,31.4229,-103.4932,71.87,24,1,3.44,clear sky
454,Ayan,RU,56.45,138.1667,23.86,68,100,7.52,overcast clouds
455,Vila Velha,BR,-20.3297,-40.2925,76.95,89,40,10.0,scattered clouds
456,Awash,ET,8.9833,40.1667,65.25,44,0,1.32,clear sky
457,Narsaq,GL,60.9167,-46.05,14.32,75,72,9.08,broken clouds
458,Samarai,PG,-10.6167,150.6667,84.07,72,100,9.98,overcast clouds
459,Ruidoso,US,33.3317,-105.673,52.9,22,1,4.61,clear sky
460,Lagoa,PT,39.05,-27.9833,63.1,75,98,11.81,overcast clouds
461,Red Wing,US,44.5625,-92.5338,37.89,66,90,1.01,overcast clouds
462,Marshall,US,34.3834,-86.3333,67.95,75,1,6.91,clear sky
463,Ravar,IR,31.2656,56.8055,50.25,37,100,2.73,overcast clouds
464,Requena,ES,39.4883,-1.1004,43.88,84,12,11.77,few clouds
465,Stornoway,GB,58.2093,-6.3865,42.76,73,75,11.01,broken clouds
466,Manzanillo,CU,20.3433,-77.1167,78.37,74,100,2.35,overcast clouds
467,Grindavik,IS,63.8424,-22.4338,37.35,93,40,9.22,scattered clouds
468,Vangaindrano,MG,-23.35,47.6,75.02,92,25,7.29,light rain
469,Port Macquarie,AU,-31.4333,152.9167,72.9,66,68,6.71,broken clouds
470,Tilichiki,RU,60.4667,166.1,2.82,95,81,4.45,broken clouds
471,Kohlu,PK,29.8962,69.252,44.47,48,0,2.89,clear sky
472,Lakota,CI,5.8528,-5.6883,73.18,98,94,2.44,overcast clouds
473,Port Blair,IN,11.6667,92.75,79.18,69,56,10.87,broken clouds
474,Rantepao,ID,-2.9701,119.8978,76.98,70,100,3.62,overcast clouds
475,Rio Gallegos,AR,-51.6226,-69.2181,57.25,33,0,12.66,clear sky
476,Morehead,US,37.2711,-87.1764,66.15,90,90,5.01,overcast clouds
477,Paamiut,GL,61.994,-49.6678,25.43,62,100,18.54,light snow
478,Labuhan,ID,-6.8844,112.2051,80.04,77,100,6.98,light rain
479,Mao,ES,39.8885,4.2658,45.16,76,20,6.91,few clouds
480,Saint-Pierre,RE,-21.3393,55.4781,76.64,70,0,4.61,clear sky
481,Xining,CN,36.6167,101.7667,25.18,40,35,0.58,scattered clouds
482,Beringovskiy,RU,63.05,179.3167,7.09,80,100,31.7,overcast clouds
483,Nelson Bay,AU,-32.7167,152.15,71.78,64,100,9.26,overcast clouds
484,Dingle,PH,10.9995,122.6711,79.43,76,48,12.41,scattered clouds
485,Les Cayes,HT,18.2,-73.75,76.46,80,26,3.6,scattered clouds
486,Champerico,GT,14.3,-91.9167,86.54,69,4,4.99,clear sky
487,Komsomolskiy,UZ,40.4272,71.7189,36.82,86,31,4.61,mist
488,Praia Da Vitoria,PT,38.7333,-27.0667,59.76,94,40,4.85,scattered clouds
489,Miranda De Ebro,ES,42.6865,-2.947,47.98,86,100,7.25,overcast clouds
490,Honningsvag,NO,70.9821,25.9704,32.38,94,99,31.03,light snow
491,Adrar,MR,20.5022,-10.0711,60.53,14,100,10.18,overcast clouds
492,Dekar,BW,-21.5333,21.9333,69.85,72,100,5.32,overcast clouds
493,Tazovskiy,RU,67.4667,78.7,-12.6,88,100,15.39,overcast clouds
494,Perama,GR,37.9757,23.5828,56.64,85,0,2.3,clear sky
495,Zhezkazgan,KZ,47.8043,67.7144,31.26,95,100,7.07,overcast clouds
496,Faanui,PF,-16.4833,-151.75,81.34,67,6,13.82,clear sky
497,Olafsvik,IS,64.8945,-23.7142,41.81,87,100,17.56,moderate rain
498,Takoradi,GH,4.8845,-1.7554,80.28,83,61,7.72,broken clouds
499,Amboasary,MG,-25.0333,46.3833,76.84,84,0,5.57,clear sky
500,Makakilo City,US,21.3469,-158.0858,73.62,82,100,12.77,light rain
501,Alyangula,AU,-13.8483,136.4192,87.67,79,40,5.75,scattered clouds
502,Liberal,US,37.0431,-100.921,56.44,30,7,22.46,clear sky
503,Rong Kwang,TH,18.339,100.3174,63.55,71,27,1.7,scattered clouds
504,Ardakan,IR,32.31,54.0175,46.78,32,100,6.02,overcast clouds
505,Amarpatan,IN,24.3167,80.9833,59.95,67,0,1.92,clear sky
506,Bilibino,RU,68.0546,166.4372,-18.58,99,100,2.75,light snow
507,Ruthin,GB,53.1137,-3.3178,40.24,95,100,5.75,overcast clouds
508,Monchegorsk,RU,67.9397,32.8739,-0.8,95,100,7.54,overcast clouds
509,Baykit,RU,61.67,96.37,-11.94,96,100,3.18,overcast clouds
510,Bagan,RU,54.1001,77.6646,19.31,91,93,7.47,overcast clouds
511,Tres Arroyos,AR,-38.3739,-60.2798,57.58,70,0,6.58,clear sky
512,Batemans Bay,AU,-35.7167,150.1833,70.2,63,100,7.27,overcast clouds
513,Pella,RU,59.7775,30.8181,-2.43,97,6,4.63,clear sky
514,Odweyne,SO,9.4092,45.064,60.73,56,18,2.82,few clouds
515,Galle,LK,6.0367,80.217,77.02,85,39,2.8,scattered clouds
516,Shuangyashan,CN,46.6361,131.1539,31.95,82,100,16.69,overcast clouds
517,Korla,CN,41.7597,86.1469,29.08,58,100,1.68,overcast clouds
518,Feijo,BR,-8.1642,-70.3536,72.59,100,98,1.61,moderate rain
519,Karratha,AU,-20.7377,116.8463,96.73,20,26,16.51,light rain
520,Sidi Ali,DZ,36.0998,0.4206,53.96,62,7,21.3,clear sky
521,Ponta Delgada,PT,37.7333,-25.6667,63.5,59,75,4.61,broken clouds
522,San Cristobal,VE,7.7669,-72.225,75.38,82,100,1.79,overcast clouds
523,Beloha,MG,-25.1667,45.05,71.08,96,15,3.8,few clouds
524,Truth Or Consequences,US,33.1284,-107.2528,62.15,23,0,3.04,clear sky
525,Antofagasta,CL,-23.65,-70.4,61.88,76,73,1.9,broken clouds
526,Ucluelet,CA,48.9329,-125.5528,41.09,77,100,6.8,overcast clouds
527,Tucuma,BR,-0.1833,-50.05,76.3,93,60,4.94,broken clouds
528,Dholka,IN,22.7167,72.4667,64.78,61,0,5.35,clear sky
529,Najran,SA,17.4924,44.1277,52.45,41,0,1.63,clear sky
530,Padang,ID,-0.9492,100.3543,75.25,77,92,2.1,moderate rain
531,Katsuura,JP,35.1333,140.3,52.2,71,100,9.8,overcast clouds
532,Andenes,NO,69.3143,16.1194,21.18,79,75,16.11,broken clouds
533,Puerto Ayacucho,VE,5.6639,-67.6236,81.28,70,100,2.28,overcast clouds
534,Qaqortoq,GL,60.7167,-46.0333,16.23,78,27,10.92,scattered clouds
535,Kapitanivka,UA,48.9172,31.7167,34.14,91,100,10.49,light rain
536,Klaksvik,FO,62.2266,-6.589,38.32,65,100,21.63,overcast clouds
537,Boende,CD,-0.2167,20.8667,72.23,89,100,2.33,overcast clouds
538,Ferrol,ES,43.4832,-8.2369,53.28,84,100,9.95,overcast clouds
539,Leningradskiy,RU,69.3833,178.4167,-2.27,98,100,19.13,light snow
540,Henties Bay,NA,-22.116,14.2845,57.85,93,2,8.48,clear sky
541,Neos Marmaras,GR,40.1,23.7833,53.91,78,8,6.4,clear sky
542,Leh,IN,34.1667,77.5833,17.94,89,80,4.34,broken clouds
543,Sikasso,ML,10.9167,-7.0,73.35,18,10,5.12,clear sky
544,Badarpur,IN,24.9,92.6,68.56,91,100,0.63,light rain
545,Great Yarmouth,GB,52.6083,1.7305,41.25,76,45,6.98,scattered clouds
546,Tutoia,BR,-2.7619,-42.2744,81.37,83,72,11.25,broken clouds
547,Natal,BR,-5.795,-35.2094,82.62,78,40,12.66,scattered clouds
548,Ryotsu,JP,38.0833,138.4333,39.16,68,100,2.42,overcast clouds
549,Juneau,US,58.3019,-134.4197,27.21,93,90,14.97,light snow
550,Eirunepe,BR,-6.6603,-69.8736,71.26,99,90,2.26,moderate rain
551,Bibiani,GH,6.4635,-2.3194,71.98,95,25,1.95,scattered clouds
552,Constitucion,CL,-35.3333,-72.4167,56.82,91,6,6.29,clear sky
553,Wanxian,CN,30.8039,108.3897,54.66,71,0,3.94,clear sky
554,Airai,TL,-8.9266,125.4092,71.42,71,97,1.7,overcast clouds
555,Sinegorye,RU,62.0788,150.477,-27.38,82,19,3.44,few clouds
556,Non Sang,TH,16.8687,102.5664,64.89,59,54,3.29,broken clouds
557,Pangody,RU,65.85,74.4859,-26.63,100,9,8.12,clear sky
558,Oyem,GA,1.5995,11.5793,67.96,99,100,2.91,overcast clouds
559,Muroto,JP,33.2833,134.15,50.04,59,100,4.41,overcast clouds
560,Bosaso,SO,11.2842,49.1816,73.0,72,30,2.98,scattered clouds
561,Maracaibo,VE,10.6317,-71.6406,80.13,78,38,11.1,scattered clouds
562,Flin Flon,CA,54.7682,-101.865,-13.16,70,1,4.61,clear sky
563,Rafai,CF,4.95,23.9167,70.41,80,100,0.83,overcast clouds
564,Ormara,PK,25.2088,64.6357,70.84,30,6,14.27,clear sky
565,Tiznit,MA,29.5833,-9.5,54.63,54,0,0.92,clear sky
566,Pendleton,US,45.6721,-118.7886,38.25,80,76,1.01,broken clouds
567,Kattivakkam,IN,13.2167,80.3167,80.08,91,92,3.56,overcast clouds
568,Gunnedah,AU,-30.9833,150.25,80.22,41,100,5.64,light rain
569,San Carlos De Bariloche,AR,-41.1456,-71.3082,80.35,14,0,2.3,clear sky
570,San Pedro De Macoris,DO,18.4616,-69.2972,77.61,89,100,9.86,overcast clouds
571,Zalesovo,RU,53.9939,84.7431,15.67,97,100,4.72,overcast clouds
572,Matara,LK,5.9485,80.5353,75.85,89,38,3.47,scattered clouds
573,West Fargo,US,46.875,-96.9004,20.01,83,90,15.01,fog
574,Umm Lajj,SA,25.0213,37.2685,72.37,59,99,11.86,overcast clouds
575,Palmer,US,42.1584,-72.3287,37.72,73,100,4.09,overcast clouds
576,Taiyuan,CN,37.8694,112.5603,26.46,63,0,4.47,clear sky
577,Fiche,ET,9.8,38.7333,44.71,48,0,2.3,clear sky
578,Dhidhdhoo,MV,6.8833,73.1,81.75,74,15,7.83,few clouds
579,Qiyang,CN,26.5911,111.8474,54.46,53,0,0.89,clear sky
580,San Antonio,US,29.4241,-98.4936,75.16,80,100,4.09,overcast clouds
581,Acarau,BR,-2.8856,-40.12,81.27,81,26,17.27,scattered clouds
582,Mehamn,NO,71.0357,27.8492,29.21,95,98,27.67,light snow
583,Iisalmi,FI,63.5592,27.1907,10.42,99,89,2.75,overcast clouds
584,Moerai,PF,-22.4333,-151.3333,78.73,77,100,14.25,overcast clouds
585,Saint-Francois,FR,46.4154,3.9054,37.47,96,90,3.44,light rain
586,Baruun-Urt,MN,46.6806,113.2792,19.49,68,1,11.34,clear sky
587,Susanville,US,40.4163,-120.653,51.64,53,1,0.0,clear sky
588,Atar,MR,20.5169,-13.0499,67.41,14,100,7.76,overcast clouds
589,Sun City West,US,33.662,-112.3413,72.3,31,0,1.01,clear sky
590,Chino Valley,US,34.7575,-112.4538,61.11,27,5,3.0,clear sky
591,Half Moon Bay,US,37.4636,-122.4286,60.8,83,1,1.01,clear sky
592,Malkangiri,IN,18.35,81.9,66.49,94,5,2.26,clear sky
593,Sinop,TR,41.7711,34.8709,47.55,77,36,11.92,scattered clouds
594,Lashio,MM,22.9333,97.75,58.69,85,8,1.19,clear sky
595,Aguimes,ES,27.9054,-15.4461,63.23,68,40,19.57,scattered clouds
596,Sorland,NO,67.667,12.6934,26.56,63,6,10.98,clear sky
597,Bressanone,IT,46.715,11.656,33.17,92,100,3.65,overcast clouds
598,Chaoyang,CN,41.5703,120.4586,36.59,42,22,7.81,few clouds
599,Zabaykalsk,RU,49.6333,117.3167,11.44,86,10,6.8,clear sky
600,Buckeye,US,33.3703,-112.5838,73.6,24,0,0.0,clear sky
601,Salinopolis,BR,-0.6136,-47.3561,79.74,85,18,10.94,few clouds
602,San Quintin,MX,30.4833,-115.95,59.77,85,0,11.01,clear sky
603,Vuktyl,RU,63.8567,57.3094,-10.82,89,61,0.18,broken clouds
604,Talnakh,RU,69.4865,88.3972,-16.8,99,100,13.65,snow
605,Merauke,ID,-8.4667,140.3333,84.45,71,100,2.91,overcast clouds
606,Sorsk,RU,54.0033,90.2467,18.73,90,100,3.83,overcast clouds
607,Pyapon,MM,16.2833,95.6833,69.8,73,19,6.38,few clouds
608,Playas,EC,-2.6333,-80.3833,72.25,80,100,12.3,overcast clouds
609,Oxapampa,PE,-10.5775,-75.4017,59.16,95,100,3.06,overcast clouds
610,Santa Maria,BR,-29.6842,-53.8069,74.5,73,20,11.5,few clouds
611,Mana,GF,5.6592,-53.7767,77.05,90,100,7.85,overcast clouds
612,Quang Ngai,VN,15.1167,108.8,66.9,94,100,8.95,overcast clouds
613,Rosamorada,MX,22.1222,-105.2058,71.53,79,96,0.94,overcast clouds
614,Ambilobe,MG,-13.2,49.05,73.99,76,7,3.29,clear sky
615,Tamiahua,MX,21.2667,-97.45,75.07,87,5,11.12,clear sky
616,Vestmannaeyjar,IS,63.4427,-20.2734,43.47,69,62,22.97,broken clouds
617,Moron,AR,-34.6534,-58.6198,69.96,78,0,5.99,clear sky
618,Ballina,AU,-28.8667,153.5667,71.56,91,90,8.05,overcast clouds
619,Manicore,BR,-5.8092,-61.3003,75.92,96,100,2.3,overcast clouds
620,Saravan,AM,39.7196,45.6483,16.45,64,17,5.26,few clouds
621,Mahanoro,MG,-19.9,48.8,74.37,87,10,4.27,light rain
622,Nassjo,SE,57.6531,14.6968,20.32,97,100,6.4,overcast clouds
623,Nicoya,CR,10.1483,-85.452,78.35,78,4,8.61,clear sky
624,Phulji,PK,26.8825,67.6807,64.22,27,0,7.09,clear sky
625,Wuwei,CN,37.9281,102.6414,28.67,39,0,2.66,clear sky
626,Komatipoort,ZA,-25.4332,31.9548,72.05,78,61,0.47,broken clouds
627,Namatanai,PG,-3.6667,152.4333,85.21,68,84,2.35,broken clouds
628,Broken Hill,AU,-31.95,141.4333,78.51,21,65,4.61,broken clouds
629,Aitape,PG,-3.1374,142.3475,86.65,69,44,3.49,scattered clouds
630,Charlestown,AU,-32.95,151.6667,72.1,65,100,7.36,light rain
631,Volchansk,RU,59.9378,60.081,-3.39,98,100,3.91,overcast clouds
632,Benguela,AO,-12.5763,13.4055,76.1,84,96,2.91,overcast clouds
633,Nsoko,SZ,-27.0333,31.95,72.36,78,100,4.34,overcast clouds
634,Kristiinankaupunki,FI,62.2743,21.376,3.63,91,8,6.82,clear sky
635,Otane,NZ,-39.8833,176.6333,66.0,66,92,3.94,moderate rain
636,Maceio,BR,-9.6658,-35.7353,78.24,94,75,8.05,mist
637,Bayir,TR,37.2687,28.2167,48.72,96,100,5.7,overcast clouds
638,Touros,BR,-5.1989,-35.4608,81.5,78,38,15.19,scattered clouds
639,Havre-Saint-Pierre,CA,50.2334,-63.5986,23.0,57,1,16.11,clear sky
640,Naryan-Mar,RU,67.6713,53.087,19.18,87,100,18.5,overcast clouds
641,Muros,ES,42.7762,-9.0603,53.24,94,57,2.28,broken clouds
642,Luncavita,RO,45.2833,28.2667,45.25,95,100,5.5,overcast clouds
643,Palana,RU,59.1167,159.9667,19.53,90,100,28.23,light snow
644,Spornoye,RU,50.8448,37.2913,24.82,65,100,6.2,overcast clouds
645,Rena,NO,61.1348,11.3641,7.02,99,84,0.67,broken clouds
646,Kure,JP,34.2333,132.5667,50.49,70,100,5.17,overcast clouds
647,Katherine,AU,-14.4667,132.2667,84.52,65,40,8.05,scattered clouds
648,Alexandria,EG,31.2156,29.9553,64.36,68,40,0.0,scattered clouds
649,Quelimane,MZ,-17.8786,36.8883,80.55,83,0,11.99,clear sky
650,Maniitsoq,GL,65.4167,-52.9,27.18,57,100,35.34,overcast clouds
651,Prado,BR,-17.3411,-39.2208,74.71,88,0,6.2,clear sky
652,Yashkul,RU,46.1711,45.3435,42.84,92,77,11.39,broken clouds
653,Alice Springs,AU,-23.7,133.8833,81.95,36,0,10.36,clear sky
654,Lukow,PL,51.929,22.3796,34.68,98,100,4.41,overcast clouds
655,Vossevangen,NO,60.623,6.4229,32.61,86,100,3.8,overcast clouds
656,Bonavista,CA,48.6499,-53.1147,33.12,61,81,21.47,broken clouds
657,Singaraja,ID,-8.112,115.0882,77.97,89,100,8.19,light rain
658,Williams Lake,CA,52.1415,-122.1445,17.17,86,90,3.44,overcast clouds
659,Srednekolymsk,RU,67.45,153.6833,-48.23,99,86,4.83,overcast clouds
660,Marica,BR,-22.9194,-42.8186,76.95,94,57,8.48,moderate rain
661,Sarkand,KZ,45.41,79.9186,35.94,74,91,4.5,overcast clouds
662,Asyut,EG,27.181,31.1837,53.78,64,87,5.3,overcast clouds
663,El Sauzal,MX,31.9,-116.6833,58.42,85,5,4.0,clear sky
664,Christchurch,NZ,-43.5333,172.6333,54.95,88,75,8.05,light rain
665,Olimpia,BR,-20.7372,-48.9147,80.82,79,89,4.43,overcast clouds
666,Chumikan,RU,54.7183,135.315,13.77,83,87,19.13,overcast clouds
667,Guabito,PA,9.5,-82.6167,76.89,87,76,1.68,broken clouds
668,Feira De Santana,BR,-12.2667,-38.9667,70.7,95,29,4.09,scattered clouds
669,Richards Bay,ZA,-28.783,32.0377,77.23,70,100,14.14,overcast clouds
670,Veraval,IN,20.9,70.3667,71.96,61,0,11.3,clear sky
671,Nauta,PE,-4.5061,-73.5757,72.88,98,100,0.98,overcast clouds
672,Nisia Floresta,BR,-6.0911,-35.2086,82.78,79,49,11.01,scattered clouds
673,Limbang,MY,4.75,115.0,78.91,94,100,0.94,light rain
674,Goderich,CA,43.7501,-81.7165,33.21,86,100,21.85,snow
675,Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.75,88,45,11.43,scattered clouds
676,Mandalgovi,MN,45.7625,106.2708,18.1,46,0,9.75,clear sky
677,Soyo,AO,-6.1349,12.3689,78.15,89,100,6.44,overcast clouds
678,Union,US,40.6334,-74.2663,46.99,60,90,4.61,overcast clouds
679,Mustla,EE,58.2343,25.8584,5.02,94,99,6.53,overcast clouds
680,Arnedo,ES,42.2167,-2.1,41.59,89,100,15.01,overcast clouds
681,Itanhandu,BR,-22.2958,-44.9347,64.11,94,15,1.21,few clouds
682,Envira,BR,-7.3,-70.2167,70.68,100,96,2.35,moderate rain
683,Beckley,US,37.7782,-81.1882,55.89,61,1,4.0,clear sky
684,Viedma,AR,-40.8135,-62.9967,67.39,34,0,14.54,clear sky
685,Isla Vista,US,34.4133,-119.861,70.16,74,0,1.01,clear sky
686,Fayaoue,NC,-20.65,166.5333,81.16,71,5,8.86,clear sky
687,Newport,GB,51.5877,-2.9984,39.85,87,100,1.86,overcast clouds
688,Honiara,SB,-9.4333,159.95,82.9,82,100,8.81,overcast clouds
689,Sao Domingos,BR,-13.3983,-46.3183,69.35,90,11,4.52,few clouds
690,Razlog,BG,41.8863,23.4671,39.9,93,48,2.8,scattered clouds
691,Caraquet,CA,47.7941,-64.9386,20.34,70,100,14.81,overcast clouds
692,Ukiah,US,39.1502,-123.2078,59.85,65,93,3.98,overcast clouds
693,Maksatikha,RU,57.797,35.8825,5.95,94,100,6.64,overcast clouds
694,Kuytun,RU,54.3419,101.5036,2.03,96,45,3.51,scattered clouds
695,Zhigansk,RU,66.7697,123.3711,-27.35,97,100,7.43,overcast clouds
696,Saint-Marc,HT,19.1082,-72.6938,80.1,70,43,3.51,scattered clouds
697,Aripuana,BR,-9.1667,-60.6333,73.81,92,100,0.89,overcast clouds
